fecha,ciudad,visitas_tienda,pedidos_tienda,pedidos_click_collect,tasa_conversion_tienda_pct,sesiones_web,pedidos_online,tasa_conversion_web_pct,rebajas_flag,black_friday_flag,navidad_flag,payday_flag,festivo_local_flag,lluvia_indice,temperatura_media_c,turismo_indice,incidencia_ecommerce_flag
2020-01-07,Valencia,47,11.0,1.0,0.2323,129,6.0,0.0543,1,0,0,0,0,53.3,8.1,47.5,0
2020-01-07,Sevilla,30,7.0,4.0,0.2357,233,8.0,0.0515,1,0,0,0,0,50.7,10.5,38.0,0
2020-01-07,Malaga,22,5.0,3.0,0.2261,150,6.0,0.0599,1,0,0,0,0,79.0,19.1,50.8,0
2020-01-07,Zaragoza,25,5.0,2.0,0.1961,111,3.0,0.0452,1,0,0,0,0,46.6,3.6,18.5,0
2020-01-07,Bilbao,28,7.0,2.0,0.2508,96,3.0,0.0523,1,0,0,0,0,62.1,12.7,27.8,0
2020-01-07,Murcia,33,7.0,3.0,0.2098,158,5.0,0.0506,1,0,0,0,0,67.1,13.0,20.2,0
2020-01-07,Palma,45,11.0,4.0,0.2423,127,3.0,0.055,1,0,0,0,0,70.5,12.3,62.6,0
2020-01-07,A Coruna,30,6.0,3.0,0.1975,102,3.0,0.0587,1,0,0,0,0,85.2,10.3,32.1,0
2020-01-08,Madrid,45,10.0,3.0,0.2204,205,7.0,0.0487,1,0,0,0,0,37.2,6.6,24.7,0
2020-01-08,Barcelona,48,12.0,8.0,0.2514,380,11.0,0.0501,1,0,0,0,0,33.7,10.0,22.0,0
2020-01-08,Valencia,22,5.0,4.0,0.2264,268,10.0,0.0523,1,0,0,0,0,59.0,12.2,38.3,0
2020-01-08,Sevilla,38,9.0,1.0,0.2394,39,1.0,0.0516,1,0,0,0,0,45.4,14.8,23.6,0
2020-01-08,Malaga,46,11.0,4.0,0.2416,175,5.0,0.0514,1,0,0,0,0,52.2,16.2,65.8,0
2020-01-08,Zaragoza,39,9.0,0.0,0.2327,42,2.0,0.0481,1,0,0,0,0,51.5,6.1,36.7,0
2020-01-08,Bilbao,25,5.0,2.0,0.2018,89,3.0,0.0561,1,0,0,0,0,91.5,9.2,34.7,0
2020-01-08,Murcia,15,3.0,0.0,0.2055,39,2.0,0.0519,1,0,0,0,0,62.6,14.1,27.0,0
2020-01-08,Palma,14,3.0,1.0,0.2117,40,1.0,0.0501,1,0,0,0,0,40.7,4.6,46.8,0
2020-01-08,A Coruna,28,6.0,0.0,0.2156,68,4.0,0.0592,1,0,0,0,0,78.3,2.7,19.3,0
2020-01-09,Madrid,40,9.0,2.0,0.2264,219,9.0,0.0503,1,0,0,0,0,62.5,5.2,33.8,0
2020-01-09,Barcelona,40,10.0,5.0,0.2475,277,9.0,0.0506,1,0,0,0,0,49.9,12.7,61.5,0
2020-01-09,Valencia,48,10.0,1.0,0.2098,142,6.0,0.0492,1,0,0,0,0,52.6,14.0,31.8,0
2020-01-09,Sevilla,26,6.0,0.0,0.2318,61,3.0,0.049,1,0,0,0,0,33.7,9.5,27.3,0
2020-01-09,Malaga,31,7.0,2.0,0.2227,87,3.0,0.0575,1,0,0,0,0,49.7,12.7,52.2,0
2020-01-09,Zaragoza,26,6.0,3.0,0.2315,246,10.0,0.0528,1,0,0,0,0,32.0,4.3,30.3,0
2020-01-09,Bilbao,32,7.0,0.0,0.2158,33,2.0,0.061,1,0,0,0,0,85.7,10.8,16.1,0
2020-01-09,Murcia,34,8.0,2.0,0.2378,193,7.0,0.0465,1,0,0,0,0,34.1,11.1,24.5,0
2020-01-09,Palma,30,7.0,1.0,0.2319,88,3.0,0.0456,1,0,0,0,0,34.2,10.7,30.9,0
2020-01-09,A Coruna,23,5.0,1.0,0.2158,20,0.0,0.05,1,0,0,0,0,74.7,5.6,43.3,0
2020-01-10,Madrid,64,15.0,11.0,0.2351,449,9.0,0.0446,1,0,0,0,0,29.2,1.4,23.8,0
2020-01-10,Barcelona,47,12.0,5.0,0.2551,226,7.0,0.053,1,0,0,0,0,56.3,14.8,27.8,0
2020-01-10,Valencia,24,5.0,4.0,0.2105,226,8.0,0.0532,1,0,0,0,0,47.7,12.9,34.6,0
2020-01-10,Sevilla,21,5.0,3.0,0.2424,221,8.0,0.0498,1,0,0,0,0,42.1,12.6,23.5,0
2020-01-10,Malaga,35,8.0,4.0,0.2311,168,5.0,0.0535,1,0,0,0,0,62.6,14.6,42.4,0
2020-01-10,Zaragoza,56,12.0,1.0,0.2129,141,6.0,0.0496,1,0,0,0,0,47.6,6.2,5.9,0
2020-01-10,Bilbao,27,6.0,2.0,0.2246,120,4.0,0.0502,1,0,0,0,0,56.8,10.7,44.5,0
2020-01-10,Murcia,26,6.0,0.0,0.2311,40,2.0,0.0494,1,0,0,0,0,51.6,10.8,16.1,0
2020-01-10,Palma,24,6.0,3.0,0.2455,172,5.0,0.0466,1,0,0,0,0,42.1,14.4,45.9,0
2020-01-10,A Coruna,25,5.0,0.0,0.203,96,5.0,0.0522,1,0,0,0,0,66.3,6.6,5.6,0
2020-01-11,Madrid,46,11.0,5.0,0.2376,308,12.0,0.0552,1,0,0,0,0,57.4,7.2,14.1,0
2020-01-11,Barcelona,31,8.0,3.0,0.2543,255,11.0,0.0549,1,0,0,0,0,59.2,13.4,29.2,0
2020-01-11,Valencia,48,11.0,5.0,0.2312,180,5.0,0.0555,1,0,0,0,0,59.5,8.9,22.8,0
2020-01-11,Sevilla,55,12.0,4.0,0.2183,182,5.0,0.0495,1,0,0,0,0,55.5,8.6,14.2,0
2020-01-11,Malaga,68,14.0,2.0,0.2056,101,3.0,0.0497,1,0,0,0,0,68.6,14.4,52.7,0
2020-01-11,Zaragoza,22,5.0,1.0,0.2242,106,5.0,0.0567,1,0,0,0,0,65.2,4.0,8.7,0
2020-01-11,Bilbao,52,11.0,2.0,0.2109,70,2.0,0.0573,1,0,0,0,0,92.4,14.0,22.3,0
2020-01-11,Murcia,13,3.0,1.0,0.2259,109,5.0,0.0552,1,0,0,0,0,54.7,9.7,2.1,0
2020-01-11,Palma,30,8.0,3.0,0.2688,115,2.0,0.0435,1,0,0,0,0,40.1,10.2,74.7,0
2020-01-11,A Coruna,28,6.0,2.0,0.2182,80,2.0,0.0498,1,0,0,0,0,84.9,10.0,29.7,0
2020-01-12,Madrid,78,17.0,2.0,0.2183,240,9.0,0.0458,1,0,0,0,0,58.6,5.0,19.3,0
2020-01-12,Barcelona,47,11.0,4.0,0.2357,169,6.0,0.0593,1,0,0,0,0,78.4,11.6,41.2,0
2020-01-12,Valencia,57,13.0,2.0,0.2291,218,9.0,0.0504,1,0,0,0,0,48.3,12.7,20.2,0
2020-01-12,Sevilla,38,8.0,2.0,0.2116,141,6.0,0.0566,1,0,0,0,0,77.0,13.2,4.2,0
2020-01-12,Malaga,40,9.0,3.0,0.2255,108,3.0,0.0555,1,0,0,0,0,77.2,12.6,60.0,0
2020-01-12,Zaragoza,37,8.0,4.0,0.2168,122,3.0,0.0572,1,0,0,0,0,54.4,5.1,10.2,0
2020-01-12,Bilbao,33,7.0,1.0,0.2151,187,10.0,0.0587,1,0,0,0,0,80.4,7.3,21.4,0
2020-01-12,Murcia,40,9.0,5.0,0.2238,139,3.0,0.0575,1,0,0,0,0,57.5,10.1,43.2,0
2020-01-12,Palma,22,5.0,1.0,0.2244,127,6.0,0.055,1,0,0,0,0,64.1,14.1,74.2,0
2020-01-12,A Coruna,24,5.0,0.0,0.209,77,4.0,0.0521,1,0,0,0,0,84.7,13.1,0.0,0
2020-01-13,Madrid,31,8.0,2.0,0.2575,292,12.0,0.048,1,0,0,0,0,27.4,7.3,19.6,0
2020-01-13,Barcelona,69,16.0,7.0,0.2315,372,13.0,0.0537,1,0,0,0,0,55.1,7.0,38.9,0
2020-01-13,Valencia,31,7.0,1.0,0.2231,95,4.0,0.0525,1,0,0,0,0,30.7,14.6,41.5,0
2020-01-13,Sevilla,35,9.0,3.0,0.2543,176,6.0,0.051,1,0,0,0,0,37.1,7.6,35.0,0
2020-01-13,Malaga,27,6.0,4.0,0.2247,176,6.0,0.0569,1,0,0,0,0,57.2,11.9,53.2,0
2020-01-13,Zaragoza,13,3.0,1.0,0.2335,129,5.0,0.0465,1,0,0,0,0,48.7,1.8,20.3,0
2020-01-13,Bilbao,31,6.0,0.0,0.1954,68,4.0,0.0588,1,0,0,0,0,86.1,9.3,12.9,0
2020-01-13,Murcia,13,3.0,0.0,0.2313,152,8.0,0.0527,1,0,0,0,0,59.0,8.6,23.0,0
2020-01-13,Palma,22,5.0,3.0,0.2309,103,3.0,0.0581,1,0,0,0,0,62.6,9.6,23.4,0
2020-01-13,A Coruna,26,6.0,1.0,0.2286,141,6.0,0.0495,1,0,0,0,0,72.0,13.6,18.6,0
2020-01-14,Madrid,39,9.0,5.0,0.2284,269,8.0,0.0484,1,0,0,0,0,51.4,3.7,33.6,0
2020-01-14,Barcelona,21,5.0,6.0,0.238,303,10.0,0.0527,1,0,0,0,0,57.7,13.0,21.4,0
2020-01-14,Valencia,10,2.0,2.0,0.1997,213,9.0,0.0516,1,0,0,0,0,61.9,8.1,37.0,0
2020-01-14,Sevilla,41,9.0,4.0,0.2203,93,1.0,0.054,1,0,0,0,0,68.6,13.1,47.7,0
2020-01-14,Malaga,31,7.0,1.0,0.2234,99,4.0,0.0503,1,0,0,0,0,46.9,13.8,44.6,0
2020-01-14,Zaragoza,13,3.0,3.0,0.2282,130,4.0,0.0538,1,0,0,0,0,63.9,4.6,0.0,0
2020-01-14,Bilbao,14,3.0,2.0,0.2199,117,5.0,0.0597,1,0,0,0,0,70.3,8.9,9.4,0
2020-01-14,Murcia,18,4.0,3.0,0.2269,89,2.0,0.0561,1,0,0,0,0,49.0,10.5,15.7,0
2020-01-14,Palma,32,7.0,1.0,0.2201,58,2.0,0.0516,1,0,0,0,0,60.7,12.4,26.2,0
2020-01-14,A Coruna,16,3.0,1.0,0.183,82,3.0,0.0491,1,0,0,0,0,72.0,6.5,22.7,0
2020-01-15,Madrid,73,17.0,4.0,0.2339,242,10.0,0.0578,1,0,0,0,0,49.9,1.9,29.1,0
2020-01-15,Barcelona,33,7.0,6.0,0.2148,226,6.0,0.0532,1,0,0,0,0,83.5,3.3,46.8,0
2020-01-15,Valencia,27,6.0,3.0,0.2183,184,7.0,0.0544,1,0,0,0,0,67.8,11.1,52.7,0
2020-01-15,Sevilla,44,10.0,2.0,0.2296,246,9.0,0.0446,1,0,0,0,0,43.4,8.4,49.4,0
2020-01-15,Malaga,13,3.0,3.0,0.2329,113,3.0,0.053,1,0,0,0,0,62.1,11.2,37.6,0
2020-01-15,Zaragoza,13,3.0,2.0,0.2234,182,8.0,0.0549,1,0,0,0,0,50.3,3.2,9.1,0
2020-01-15,Bilbao,31,6.0,3.0,0.1931,100,3.0,0.0598,1,0,0,0,0,87.3,7.5,18.7,0
2020-01-15,Murcia,28,6.0,6.0,0.2177,210,6.0,0.0571,1,0,0,0,0,61.4,11.1,11.4,0
2020-01-15,Palma,19,5.0,3.0,0.2583,112,2.0,0.0445,1,0,0,0,0,31.4,13.0,72.7,0
2020-01-15,A Coruna,24,5.0,1.0,0.2092,68,3.0,0.0591,1,0,0,0,0,80.6,8.7,17.3,0
2020-01-16,Madrid,78,20.0,4.0,0.2575,295,11.0,0.0508,1,0,0,0,0,42.3,6.7,40.1,0
2020-01-16,Barcelona,23,5.0,7.0,0.2142,395,13.0,0.0506,1,0,0,0,0,74.3,10.1,0.0,0
2020-01-16,Valencia,22,5.0,5.0,0.228,235,7.0,0.051,1,0,0,0,0,58.2,8.2,24.0,0
2020-01-16,Sevilla,37,8.0,3.0,0.217,54,0.0,0.0561,1,0,0,0,0,66.1,13.1,30.9,0
2020-01-16,Malaga,55,14.0,3.0,0.2528,179,5.0,0.0448,1,0,0,0,0,29.2,15.6,18.7,0
2020-01-16,Zaragoza,36,8.0,1.0,0.2205,60,2.0,0.0502,1,0,0,0,0,52.9,5.2,17.7,0
2020-01-16,Bilbao,29,6.0,5.0,0.2037,192,6.0,0.0572,1,0,0,0,0,88.4,16.6,39.3,0
2020-01-16,Murcia,22,5.0,1.0,0.2247,54,2.0,0.0551,1,0,0,0,0,58.0,10.1,34.0,0
2020-01-16,Palma,21,5.0,1.0,0.2397,147,7.0,0.0545,1,0,0,0,0,58.9,10.1,46.3,0
2020-01-16,A Coruna,19,4.0,4.0,0.2059,117,3.0,0.0596,1,0,0,0,0,91.7,12.1,33.9,0
2020-01-17,Madrid,47,11.0,7.0,0.2342,531,20.0,0.0509,1,0,0,0,0,45.0,5.9,32.7,0
2020-01-17,Barcelona,41,10.0,2.0,0.2411,248,11.0,0.0524,1,0,0,0,0,39.3,9.4,40.6,0
2020-01-17,Valencia,46,11.0,6.0,0.2373,116,0.0,0.0517,1,0,0,0,0,56.4,5.8,41.9,0
2020-01-17,Sevilla,22,5.0,4.0,0.2323,199,7.0,0.0554,1,0,0,0,0,63.5,8.9,30.6,0
2020-01-17,Malaga,4,1.0,4.0,0.2238,146,4.0,0.0549,1,0,0,0,0,64.0,14.8,35.6,0
2020-01-17,Zaragoza,27,6.0,2.0,0.2237,90,3.0,0.0553,1,0,0,0,0,59.7,3.2,0.0,0
2020-01-17,Bilbao,32,7.0,1.0,0.2182,121,6.0,0.058,1,0,0,0,0,112.2,6.0,10.1,0
2020-01-17,Murcia,37,8.0,4.0,0.218,114,2.0,0.0528,1,0,0,0,0,55.4,11.3,7.4,0
2020-01-17,Palma,21,5.0,4.0,0.2431,116,2.0,0.0516,1,0,0,0,0,54.9,12.1,45.4,0
2020-01-17,A Coruna,2,0.0,0.0,0.2028,18,1.0,0.0564,1,0,0,0,0,68.7,10.3,0.0,0
2020-01-18,Madrid,86,21.0,6.0,0.2451,376,14.0,0.0533,1,0,0,0,0,35.0,5.6,21.5,0
2020-01-18,Barcelona,57,14.0,1.0,0.244,218,11.0,0.0551,1,0,0,0,0,54.8,15.0,77.1,0
2020-01-18,Valencia,31,8.0,5.0,0.2586,230,8.0,0.0566,1,0,0,0,0,41.7,10.0,57.3,0
2020-01-18,Sevilla,39,9.0,6.0,0.2333,219,6.0,0.0549,1,0,0,0,0,43.3,14.4,22.0,0
2020-01-18,Malaga,41,9.0,5.0,0.2213,133,2.0,0.0527,1,0,0,0,0,64.4,17.2,35.4,0
2020-01-18,Zaragoza,31,7.0,2.0,0.2284,60,1.0,0.0502,1,0,0,0,0,46.0,8.1,17.1,0
2020-01-18,Bilbao,58,12.0,3.0,0.2059,113,3.0,0.053,1,0,0,0,0,60.2,10.4,9.8,0
2020-01-18,Murcia,13,3.0,0.0,0.2389,19,1.0,0.0527,1,0,0,0,0,47.1,15.6,32.2,0
2020-01-18,Palma,35,9.0,2.0,0.2574,193,7.0,0.0466,1,0,0,0,0,31.9,16.3,59.2,0
2020-01-18,A Coruna,19,4.0,0.0,0.2054,134,8.0,0.0595,1,0,0,0,0,93.9,7.6,33.3,0
2020-01-19,Madrid,60,14.0,4.0,0.2323,260,10.0,0.0538,1,0,0,0,0,41.9,5.1,19.9,0
2020-01-19,Barcelona,35,8.0,0.0,0.2278,94,5.0,0.0533,1,0,0,0,0,44.6,11.5,22.0,0
2020-01-19,Valencia,36,10.0,2.0,0.2788,195,7.0,0.0462,1,0,0,0,0,32.4,12.1,38.0,0
2020-01-19,Sevilla,41,8.0,3.0,0.1954,142,5.0,0.0565,1,0,0,0,0,81.4,8.2,24.2,0
2020-01-19,Malaga,36,9.0,3.0,0.2484,164,5.0,0.0487,1,0,0,0,0,46.1,11.6,66.8,0
2020-01-19,Zaragoza,30,7.0,2.0,0.2347,182,7.0,0.0494,1,0,0,0,0,27.0,5.5,10.0,0
2020-01-19,Bilbao,47,10.0,0.0,0.2147,71,4.0,0.056,1,0,0,0,0,71.0,6.3,23.3,0
2020-01-19,Murcia,27,6.0,2.0,0.2255,183,8.0,0.0547,1,0,0,0,0,52.6,8.6,27.8,0
2020-01-19,Palma,19,4.0,2.0,0.2099,92,3.0,0.0544,1,0,0,0,0,69.3,8.5,41.8,0
2020-01-19,A Coruna,46,10.0,0.0,0.2169,71,4.0,0.0562,1,0,0,0,0,85.0,11.1,0.0,0
2020-01-20,Madrid,58,13.0,8.0,0.2226,318,8.0,0.0503,1,0,0,0,0,62.6,4.1,38.5,0
2020-01-20,Barcelona,43,10.0,7.0,0.2339,338,12.0,0.0563,1,0,0,0,0,67.8,8.5,32.6,0
2020-01-20,Valencia,50,10.0,7.0,0.2015,227,5.0,0.0529,1,0,0,0,0,55.4,9.3,40.9,0
2020-01-20,Sevilla,13,3.0,3.0,0.223,73,1.0,0.055,1,0,0,0,0,65.7,11.4,36.5,0
2020-01-20,Malaga,33,8.0,2.0,0.2448,162,6.0,0.0494,1,0,0,0,0,44.8,9.2,9.6,0
2020-01-20,Zaragoza,28,6.0,2.0,0.216,178,7.0,0.0507,1,0,0,0,0,42.5,4.2,3.3,0
2020-01-20,Bilbao,63,11.0,1.0,0.1752,125,7.0,0.0641,1,0,0,0,0,107.1,8.8,24.1,0
2020-01-20,Murcia,37,8.0,2.0,0.2145,37,0.0,0.054,1,0,0,0,0,53.7,12.4,14.6,0
2020-01-20,Palma,21,5.0,1.0,0.239,39,1.0,0.0516,1,0,0,0,0,41.8,9.3,44.4,0
2020-01-20,A Coruna,9,2.0,0.0,0.2259,58,3.0,0.0514,1,0,0,0,0,65.7,8.9,14.6,0
2020-01-21,Madrid,31,8.0,5.0,0.2594,267,9.0,0.0525,1,0,0,0,0,59.3,9.9,38.2,0
2020-01-21,Barcelona,44,9.0,4.0,0.2027,237,8.0,0.0506,1,0,0,0,0,52.4,10.7,11.1,0
2020-01-21,Valencia,13,3.0,2.0,0.2251,164,7.0,0.0548,1,0,0,0,0,62.6,8.6,28.0,0
2020-01-21,Sevilla,33,8.0,4.0,0.2407,199,6.0,0.0503,1,0,0,0,0,51.5,14.1,6.2,0
2020-01-21,Malaga,39,9.0,2.0,0.2322,172,8.0,0.058,1,0,0,0,0,82.1,13.8,53.9,0
2020-01-21,Zaragoza,20,4.0,4.0,0.205,236,8.0,0.0508,1,0,0,0,0,47.6,4.4,3.0,0
2020-01-21,Bilbao,28,6.0,2.0,0.218,92,3.0,0.0543,1,0,0,0,0,77.9,8.3,31.2,0
2020-01-21,Murcia,31,7.0,3.0,0.2237,162,5.0,0.0495,1,0,0,0,0,46.9,12.5,18.5,0
2020-01-21,Palma,21,5.0,1.0,0.2375,99,4.0,0.0503,1,0,0,0,0,56.6,11.7,65.2,0
2020-01-21,A Coruna,9,2.0,1.0,0.2197,105,5.0,0.0574,1,0,0,0,0,88.1,11.6,16.4,0
2020-01-22,Madrid,53,12.0,8.0,0.2254,357,11.0,0.0533,1,0,0,0,0,55.5,9.7,16.3,0
2020-01-22,Barcelona,31,8.0,4.0,0.2546,242,9.0,0.0538,1,0,0,0,0,52.7,9.5,41.0,0
2020-01-22,Valencia,16,4.0,6.0,0.2506,271,8.0,0.0516,1,0,0,0,0,44.4,3.0,25.3,0
2020-01-22,Sevilla,20,5.0,1.0,0.2523,96,4.0,0.0521,1,0,0,0,0,55.7,11.9,40.5,0
2020-01-22,Malaga,21,5.0,3.0,0.2436,141,5.0,0.0569,1,0,0,0,0,50.1,14.5,39.1,0
2020-01-22,Zaragoza,19,4.0,3.0,0.212,135,4.0,0.0519,1,0,0,0,0,45.0,3.3,0.0,0
2020-01-22,Bilbao,37,8.0,4.0,0.2145,168,5.0,0.0535,1,0,0,0,0,74.2,8.8,20.9,0
2020-01-22,Murcia,18,4.0,1.0,0.225,71,3.0,0.0562,1,0,0,0,0,69.9,11.4,40.3,0
2020-01-22,Palma,26,6.0,0.0,0.2298,88,5.0,0.0565,1,0,0,0,0,70.8,11.5,62.6,0
